date,camelsbr_42210000,camelsbr_43200000,GRDC_3651408
1984-08-16,0.54125,0.5075,0.35
1984-08-17,0.54,0.50125,0.34125
1984-08-18,0.56624997,0.5,0.34
1984-08-19,0.57,0.50874996,0.34
1984-08-20,0.5525,0.51,0.34
1984-08-21,0.54125,0.4925,0.34
1984-08-22,0.54875004,0.49,0.34
1984-08-23,0.57624996,0.49875,0.33125
1984-08-24,0.58,0.5,0.33875
1984-08-25,0.58875,0.50874996,0.375
1984-08-26,0.6775,0.57124996,0.3975
1984-08-27,0.66375005,0.58,0.42625
1984-08-28,0.6075,0.53625,0.4475
1984-08-29,0.5475,0.5125,0.485
1984-08-30,0.5575,0.51,0.51625
1984-08-31,0.6125,0.545,0.52875
1984-09-01,0.62,0.55875003,0.52125
1984-09-02,0.6375,0.5775,0.51125
1984-09-03,0.64874995,0.5975,0.50125
1984-09-04,0.6325,0.57375,0.4825
1984-09-05,0.59499997,0.5525,0.47125
1984-09-06,0.59,0.54125,0.46125
1984-09-07,0.58124995,0.54,0.45125
1984-09-08,0.58,0.53125,0.44125
1984-09-09,0.57124996,0.52125,0.41375
1984-09-10,0.57,0.52,0.3925
1984-09-11,0.57875,0.52874994,0.38125
1984-09-12,0.60625,0.53875,0.3975
1984-09-13,0.61,0.5575,0.42625
1984-09-14,0.645,0.5775,0.45625
1984-09-15,0.64125,0.58875,0.46875
1984-09-16,0.64,0.58124995,0.49625
1984-09-17,0.64874995,0.5625,0.4825
1984-09-18,0.72,0.595,0.45375
1984-09-19,0.765,0.65250003,0.42375
1984-09-20,0.66499996,0.59875,0.39375
1984-09-21,0.65875,0.59,0.46875
1984-09-22,0.72125,0.61625,0.57625
1984-09-23,0.83500004,0.71625,0.5725
1984-09-24,0.82375,0.765,0.5525
1984-09-25,0.74125004,0.7175,0.585
1984-09-26,0.70375,0.675,0.5725
1984-09-27,0.6825,0.6525,0.52625
1984-09-28,0.68,0.62375,0.45
1984-09-29,0.67125,0.61125004,0.41375
1984-09-30,0.67875004,0.61,0.3925
1984-10-01,0.67125,0.5925,0.39875
1984-10-02,0.64375,0.58124995,0.505
1984-10-03,0.6575,0.60625,0.47625
1984-10-04,0.66,0.61,0.42625
1984-10-05,0.6425,0.60125005,0.4025
1984-10-06,0.64874995,0.5825,0.39125
1984-10-07,0.64125,0.57124996,0.38125
1984-10-08,0.6225,0.56125,0.3625
1984-10-09,0.6025,0.5425,0.3425
1984-10-10,0.6,0.53125,0.33125
1984-10-11,0.6,0.53,0.3125
1984-10-12,0.6,0.53,0.30125
1984-10-13,0.59125,0.52125,0.29125
1984-10-14,0.59,0.51125,0.29
1984-10-15,0.58124995,0.51,0.29
1984-10-16,0.58,0.51,0.29
1984-10-17,0.58,0.51,0.29
1984-10-18,0.6325,0.5275,0.29875
1984-10-19,0.64,0.5475,0.3
1984-10-20,0.7275,0.59375,0.335
1984-10-21,0.78375,0.66125,0.4275
1984-10-22,0.84250003,0.74,0.46625
1984-10-23,0.87625,0.7675,0.4525
1984-10-24,0.915,0.805,0.44125
1984-10-25,0.84999996,0.78375,0.545
1984-10-26,0.875,0.80625,0.69125
1984-10-27,0.90625,0.88,0.82375
1984-10-28,0.8925,0.855,0.76125
1984-10-29,0.86375,0.82375,0.645
1984-10-30,0.81625,0.78499997,0.56
1984-10-31,0.775,0.7275,0.48
1984-11-01,0.74375,0.685,0.42625
1984-11-02,0.705,0.645,0.4025
1984-11-03,0.6825,0.61375,0.39125
1984-11-04,0.645,0.575,0.38125
1984-11-05,0.61375,0.5525,0.35375
1984-11-06,0.5925,0.52375,0.3325
1984-11-07,0.56375,0.5025,0.3125
1984-11-08,0.5425,0.4825,0.30125
1984-11-09,0.53125,0.4625,0.29125
1984-11-10,0.52125,0.45125,0.28125
1984-11-11,0.52874994,0.44125,0.25375
1984-11-12,0.53875,0.44875,0.3375
1984-11-13,0.575,0.45875,0.35
1984-11-14,0.69374996,0.53000003,0.34125
1984-11-15,0.68375003,0.58375,0.33125
1984-11-16,0.68875,0.59,0.33875
1984-11-17,0.66375005,0.59,0.33125
1984-11-18,0.61625004,0.56375,0.3125
1984-11-19,0.60125005,0.56,0.31875
1984-11-20,0.5825,0.53375,0.67
1984-11-21,0.6675,0.5475,0.83375
1984-11-22,0.9425,0.865,0.9025
1984-11-23,1.30375,1.2687501,1.225
1984-11-24,1.3675001,1.355,1.29625
1984-11-25,1.3875,1.325,1.1075
1984-11-26,1.3025,1.25875,0.87875
1984-11-27,1.05375,1.0925001,0.73625
1984-11-28,0.8975,0.87750006,0.65
1984-11-29,0.8275,0.78875,0.78
1984-11-30,0.93375,0.7975,0.8525
1984-12-01,1.0374999,1.00125,0.86875
1984-12-02,1.015,0.995,0.91375
1984-12-03,0.98375,0.96375,1.025
1984-12-04,0.98875,0.995,1.20625
1984-12-05,1.27,1.1750001,1.5975
1984-12-06,1.4762499,1.43625,1.93875
1984-12-07,1.5875,1.5575,2.12
1984-12-08,1.5912501,1.6225,2.1925
1984-12-09,1.6687499,1.6475,2.03375
1984-12-10,1.785,1.7025,2.3425
1984-12-11,1.9137499,1.8675,2.74875
1984-12-12,1.965,1.96,3.2725
1984-12-13,2.04,2.1100001,3.92625
1984-12-14,2.05,2.1737502,3.66875
1984-12-15,1.8225,2.01375,3.025
1984-12-16,1.6937499,1.77125,2.58125
1984-12-17,2.17875,2.02875,2.6875
1984-12-18,2.4337502,2.32375,2.61375
1984-12-19,2.32,2.22875,2.22375
1984-12-20,2.08125,2.0525,1.93375
1984-12-21,1.8399999,1.9075,1.71625
1984-12-22,1.62625,1.6625,1.5675
1984-12-23,1.3462499,1.42875,1.445
1984-12-24,1.135,1.2075,1.325
1984-12-25,1.06625,1.10125,1.23125
1984-12-26,1.0337499,1.04625,1.12375
1984-12-27,0.9775,1.005,0.9875
1984-12-28,0.8825,0.93,0.9175
1984-12-29,0.86125004,0.8675,0.8575
1984-12-30,0.8775,0.8425,0.80625
1984-12-31,0.8975,0.84875,0.765
1985-01-01,0.90875,0.87625,0.7425
1985-01-02,1.015,0.95,0.78375
1985-01-03,1.0825,0.98625,0.95625
1985-01-04,1.34375,1.2,1.0675
1985-01-05,1.415,1.3525,1.045
1985-01-06,1.2975,1.3175,1.075
1985-01-07,1.2275,1.2225001,1.10625
1985-01-08,1.325,1.2887499,1.215
1985-01-09,1.4625,1.46625,1.44875
1985-01-10,1.47125,1.46375,1.45375
1985-01-11,1.8900001,1.69625,1.415
1985-01-12,2.23875,2.07125,1.45375
1985-01-13,2.46375,2.2862499,1.8975
1985-01-14,2.63875,2.51125,2.45
1985-01-15,2.5987499,2.5225,3.07125
1985-01-16,2.8174999,2.7125,3.05375
1985-01-17,2.8325,2.7925,3.03125
1985-01-18,2.90875,2.8174999,3.1175
1985-01-19,3.06,2.9425,3.19125
1985-01-20,3.3600001,3.21375,3.4625
1985-01-21,3.40875,3.3725002,4.59375
1985-01-22,3.4450002,3.4425,5.38
1985-01-23,3.7475,3.66,6.24
1985-01-24,3.93,3.85625,6.245
1985-01-25,4.09875,3.99375,5.915
1985-01-26,4.25125,4.1237497,6.19375
1985-01-27,4.2525,4.20125,5.79375
1985-01-28,4.2675,4.2275,5.2575
1985-01-29,4.34,4.2475,5.3825
1985-01-30,4.46375,4.32875,6.38125
1985-01-31,4.55,4.41875,5.82
1985-02-01,4.5687504,4.50875,5.48375
1985-02-02,4.54375,4.51125,5.24875
1985-02-03,4.4700003,4.475,5.00125
1985-02-04,4.4162498,4.40875,4.82125
1985-02-05,4.33125,4.33875,4.5725
1985-02-06,4.15375,4.23375,4.2075
1985-02-07,3.7975001,4.01875,3.7575
1985-02-08,3.46125,3.6750002,3.49
1985-02-09,3.28,3.42875,3.25
1985-02-10,3.1725001,3.25125,3.19375
1985-02-11,3.02,3.0725,3.00625
1985-02-12,2.93,2.88375,2.95375
1985-02-13,2.6925,2.6675,2.88
1985-02-14,2.3799999,2.3687499,2.82625
1985-02-15,2.095,2.11125,2.085
1985-02-16,1.7887499,1.8349999,1.86625
1985-02-17,1.54,1.59875,1.80625
1985-02-18,1.405,1.4562501,1.695
1985-02-19,1.34625,1.37875,1.46125
1985-02-20,1.305,1.3087499,1.2725
1985-02-21,1.2475,1.27375,1.145
1985-02-22,1.2225001,1.24375,1.08625
1985-02-23,1.1587499,1.205,1.0975
1985-02-24,1.14125,1.2,1.16125
1985-02-25,1.18375,1.2175,1.1875
1985-02-26,1.44375,1.325,1.44375
1985-02-27,1.76,1.54125,1.54125
1985-02-28,2.185,1.85,1.375
1985-03-01,2.1525002,1.995,1.46375
1985-03-02,2.1225,1.9925001,1.9
1985-03-03,2.14625,2.0075,1.72375
1985-03-04,2.1062498,1.975,1.50625
1985-03-05,2.02125,1.9,1.375
1985-03-06,1.8875,1.77625,1.31625
1985-03-07,1.72125,1.62875,1.2925
1985-03-08,1.6475,1.5575,1.255
1985-03-09,1.61375,1.515,1.4075
1985-03-10,1.6975,1.58,1.73625
1985-03-11,1.85,1.7125,1.82375
1985-03-12,1.9312501,1.8,1.57625
1985-03-13,1.93125,1.80125,1.7675
1985-03-14,2.18375,2.0449998,2.01
1985-03-15,2.2025,2.1412501,2.24125
1985-03-16,2.3487499,2.22875,2.7425
1985-03-17,2.60625,2.47625,2.97625
1985-03-18,2.7275,2.6675,3.1575
1985-03-19,2.7925,2.7425,3.64375
1985-03-20,3.01,2.9337502,3.71
1985-03-21,3.0749998,3.02125,3.57
1985-03-22,3.17625,3.09125,3.445
1985-03-23,3.2075,3.12625,3.29
1985-03-24,3.14,3.0774999,3.1825
1985-03-25,2.885,2.88625,2.93375
1985-03-26,2.6399999,2.6499999,2.62
1985-03-27,2.40875,2.38375,2.23
1985-03-28,1.96875,2.1225,1.89125
1985-03-29,1.90125,1.90625,1.77125
1985-03-30,1.76,1.81,2.04
1985-03-31,1.7837499,1.765,2.0625
1985-04-01,1.7987499,1.8037499,1.885
1985-04-02,1.6425,1.6875,1.79875
1985-04-03,1.4537499,1.53,1.79875
1985-04-04,1.395,1.475,1.80875
1985-04-05,1.3375001,1.435,1.74875
1985-04-06,1.1899999,1.33375,1.69625
1985-04-07,1.1962501,1.2675,1.6025
1985-04-08,1.1912501,1.23375,1.52
1985-04-09,1.14625,1.195,1.06375
1985-04-10,1.14875,1.18125,1.1225
1985-04-11,1.1675,1.1975,1.1225
1985-04-12,1.12625,1.1737499,1.11125
1985-04-13,1.085,1.135,1.0925
1985-04-14,1.0975001,1.12125,1.08125
1985-04-15,1.10875,1.12875,1.08
1985-04-16,1.1800001,1.165,1.1675
1985-04-17,1.33,1.26625,1.13625
1985-04-18,1.4024999,1.2887499,1.10375
1985-04-19,1.20875,1.2112501,1.0825
1985-04-20,1.10125,1.13,1.0625
1985-04-21,1.0725,1.085,1.03375
1985-04-22,1.0437499,1.0712501,1.0475
1985-04-23,1.0487499,1.0437499,1.0325
1985-04-24,1.0762501,1.0662501,1.00375
1985-04-25,1.08,1.07,0.965
1985-04-26,1.045,1.0437499,0.9425
1985-04-27,1.005,0.99625003,0.9225
1985-04-28,0.90375,0.92,0.9375
1985-04-29,0.84625,0.84875,0.9225
1985-04-30,0.8225,0.81375,0.89375
1985-05-01,0.82,0.80125,0.8725
1985-05-02,0.81125,0.79125,0.8525
1985-05-03,0.7925,0.79,0.9025
1985-05-04,0.84250003,0.81624997,0.91
1985-05-05,0.85875,0.8375,0.90125
1985-05-06,0.86875,0.84875,0.89125
1985-05-07,0.87,0.85,0.88125
1985-05-08,0.86125004,0.85,0.8625
1985-05-09,0.85125005,0.84125,0.8425
1985-05-10,0.82375,0.81375,0.81375
1985-05-11,0.8025,0.7925,0.78375
1985-05-12,0.78249997,0.7725,0.78
1985-05-13,0.815,0.77874994,0.7975
1985-05-14,0.86375,0.82374996,0.80875
1985-05-15,0.8875,0.83875,0.78375
1985-05-16,0.86375,0.83124995,0.78
1985-05-17,0.86,0.83,0.77125
1985-05-18,0.83375,0.82124996,0.76125
1985-05-19,0.8125,0.79375005,0.76
1985-05-20,0.7925,0.7725,0.76
1985-05-21,0.7725,0.74375,0.75125
1985-05-22,0.76125,0.74,0.7325
1985-05-23,0.76874995,0.74,0.73
1985-05-24,0.77,0.74,0.73875
1985-05-25,0.7525,0.74,0.7225
1985-05-26,0.75,0.73125005,0.7025
1985-05-27,0.75874996,0.72125006,0.6825
1985-05-28,0.75125,0.72,0.67125
1985-05-29,0.75,0.71125,0.67
1985-05-30,0.75,0.71,0.67
1985-05-31,0.74125004,0.71,0.66125
1985-06-01,0.74,0.70124996,0.66
1985-06-02,0.74,0.7,0.66
1985-06-03,0.74,0.7,0.6425
1985-06-04,0.71375,0.69124997,0.63125
1985-06-05,0.7275,0.69,0.63
1985-06-06,0.73,0.69,0.62125
1985-06-07,0.73875,0.68125,0.61125
1985-06-08,0.73125005,0.68,0.61
1985-06-09,0.73,0.68,0.61
1985-06-10,0.73875,0.68875,0.60125
1985-06-11,0.71375,0.6725,0.6
1985-06-12,0.71,0.67,0.59125
1985-06-13,0.71875,0.67,0.58125
1985-06-14,0.72,0.67,0.57125
1985-06-15,0.72,0.67,0.56125
1985-06-16,0.71125,0.67,0.56
1985-06-17,0.71,0.67,0.55125
1985-06-18,0.7275,0.67,0.55
1985-06-19,0.72125006,0.67,0.54125
1985-06-20,0.69375,0.6525,0.54
1985-06-21,0.69875,0.65,0.54
1985-06-22,0.7,0.65,0.54
1985-06-23,0.7,0.65,0.53125
1985-06-24,0.665,0.64125,0.53
1985-06-25,0.6775,0.63125,0.53
1985-06-26,0.68875,0.63874996,0.53
1985-06-27,0.69,0.64,0.53
1985-06-28,0.69,0.64,0.53
1985-06-29,0.6725,0.64,0.53
1985-06-30,0.67,0.63125,0.52125
1985-07-01,0.67875004,0.63,0.52
1985-07-02,0.68,0.63,0.52
1985-07-03,0.68,0.63,0.52
1985-07-04,0.68,0.62125003,0.51125
1985-07-05,0.67125,0.62,0.51
1985-07-06,0.67,0.62,0.51
1985-07-07,0.67,0.62,0.50125
1985-07-08,0.67,0.62,0.5
1985-07-09,0.67,0.62,0.5
1985-07-10,0.66125,0.61125004,0.5
1985-07-11,0.66875005,0.61,0.5
1985-07-12,0.67,0.61,0.49125
1985-07-13,0.67,0.61,0.49
1985-07-14,0.66125,0.61,0.49
1985-07-15,0.66,0.61,0.49
1985-07-16,0.65125,0.60125005,0.49
1985-07-17,0.65875,0.6,0.48125
1985-07-18,0.66875005,0.6,0.48
1985-07-19,0.66125,0.6,0.48
1985-07-20,0.66,0.60875,0.48
1985-07-21,0.66875005,0.61,0.47125
1985-07-22,0.66125,0.60125005,0.47
1985-07-23,0.66,0.6,0.47
1985-07-24,0.66,0.59125,0.47
1985-07-25,0.66,0.59,0.46125
1985-07-26,0.66,0.59,0.46
1985-07-27,0.66,0.59,0.46
1985-07-28,0.66,0.59,0.45125
1985-07-29,0.65125,0.58124995,0.45
1985-07-30,0.65,0.58,0.45
1985-07-31,0.65875,0.58,0.44125
1985-08-01,0.66,0.58875,0.44
1985-08-02,0.66,0.59,0.44
1985-08-03,0.66,0.59,0.44
1985-08-04,0.66,0.59,0.43125
1985-08-05,0.66,0.59,0.43
1985-08-06,0.6425,0.58124995,0.43
1985-08-07,0.605,0.57124996,0.43
1985-08-08,0.59125,0.54375005,0.42125
1985-08-09,0.58124995,0.53125,0.42
1985-08-10,0.58,0.53,0.41125
1985-08-11,0.60625,0.53,0.41
1985-08-12,0.645,0.565,0.41
1985-08-13,0.6325,0.57,0.40125
1985-08-14,0.63874996,0.57,0.4
1985-08-15,0.64874995,0.57,0.4
1985-08-16,0.6675,0.57,0.4
1985-08-17,0.74,0.63124996,0.4
1985-08-18,0.68,0.61375,0.4
1985-08-19,0.6525,0.58375,0.39125
1985-08-20,0.64125,0.57124996,0.39
1985-08-21,0.64,0.56125,0.39
1985-08-22,0.64,0.56875,0.39
1985-08-23,0.64,0.57,0.39
1985-08-24,0.64,0.56125,0.39
1985-08-25,0.64,0.56,0.39
1985-08-26,0.64,0.56,0.39
1985-08-27,0.6225,0.56,0.39
1985-08-28,0.62874997,0.55125,0.39
1985-08-29,0.63,0.55,0.38125
1985-08-30,0.63,0.55,0.38
1985-08-31,0.63874996,0.55875003,0.38
1985-09-01,0.64,0.56,0.38
1985-09-02,0.63125,0.55125,0.38
1985-09-03,0.63,0.55,0.38
1985-09-04,0.63,0.55,0.37125
1985-09-05,0.63,0.55,0.37
1985-09-06,0.6825,0.5675,0.37
1985-09-07,0.655,0.57875,0.37
1985-09-08,0.65,0.5625,0.37
1985-09-09,0.64125,0.56,0.37
1985-09-10,0.61375,0.5425,0.37
1985-09-11,0.61875,0.54,0.36125
1985-09-12,0.62874997,0.54875004,0.36
1985-09-13,0.63874996,0.55,0.36
1985-09-14,0.64,0.55875003,0.36
1985-09-15,0.63125,0.55125,0.35125
1985-09-16,0.65625,0.55,0.35
1985-09-17,0.7825,0.62,0.35
1985-09-18,0.72125,0.63874996,0.34125
1985-09-19,0.6225,0.56125003,0.34
1985-09-20,0.61875,0.53249997,0.34
1985-09-21,0.61125004,0.53875,0.34
1985-09-22,0.61,0.53125,0.375
1985-09-23,0.61875,0.53,0.485
1985-09-24,0.62,0.53,0.68375
1985-09-25,0.69,0.5825,0.75375
1985-09-26,0.79625,0.73875,0.64625
1985-09-27,0.76625,0.73375,0.5425
1985-09-28,0.83875,0.73,0.4775
1985-09-29,0.815,0.73,0.4875
1985-09-30,0.7575,0.68625003,0.49875
1985-10-01,0.75874996,0.67125,0.5
1985-10-02,0.75125,0.6875,0.5
1985-10-03,0.75874996,0.69,0.5175
1985-10-04,0.78625,0.69875,0.5375
1985-10-05,0.755,0.7,0.5225
1985-10-06,0.72375,0.665,0.485
1985-10-07,0.71125,0.6425,0.445
1985-10-08,0.675,0.61375,0.41375
1985-10-09,0.67875004,0.61,0.3925
1985-10-10,0.68875,0.61875,0.41625
1985-10-11,0.7075,0.62874997,0.42
1985-10-12,0.68375003,0.6125,0.41125
1985-10-13,0.67125,0.5925,0.40125
1985-10-14,0.6175,0.56375,0.3825
1985-10-15,0.6275,0.55125,0.37125
1985-10-16,0.63874996,0.55875003,0.37
1985-10-17,0.6575,0.56875,0.36125
1985-10-18,0.695,0.57875,0.36875
1985-10-19,0.77,0.64124995,0.37875
1985-10-20,0.78875,0.6675,0.37125
1985-10-21,0.79875004,0.67,0.39625
1985-10-22,0.8,0.6875,0.435
1985-10-23,0.765,0.69,0.43125
1985-10-24,0.7775,0.68125,0.63125
1985-10-25,0.87624997,0.7675,0.68625
1985-10-26,1.00375,0.92,0.68125
1985-10-27,0.92375004,0.89625,0.715
1985-10-28,0.84,0.79375,0.72
1985-10-29,0.8125,0.75374997,0.7025
1985-10-30,0.80125,0.7325,0.6825
1985-10-31,0.8,0.73875,0.63625
1985-11-01,0.8525,0.7575,0.58625
1985-11-02,0.825,0.75125,0.55375
1985-11-03,0.84625,0.74125004,0.62
1985-11-04,0.92,0.8275,0.74375
1985-11-05,0.92125,0.875,0.865
1985-11-06,0.955,0.88874996,0.8975
1985-11-07,1.1,0.96875,0.96125
1985-11-08,1.1812501,1.1725,0.89125
1985-11-09,1.14625,1.13,0.87125
1985-11-10,1.0875001,1.0762501,0.765
1985-11-11,1.00125,1.02625,0.68
1985-11-12,0.92875004,0.91499996,0.60875
1985-11-13,0.89375,0.83,0.53875
1985-11-14,0.86375,0.78499997,0.46875
1985-11-15,0.83375,0.745,0.4425
1985-11-16,0.8125,0.7225,0.44
1985-11-17,0.80125,0.7025,0.44
1985-11-18,0.79125,0.69124997,0.43125
1985-11-19,0.78125,0.6725,0.4125
1985-11-20,0.77125,0.66125,0.3925
1985-11-21,0.76125,0.65125,0.38125
1985-11-22,0.76,0.65,0.37125
1985-11-23,0.7775,0.65875,0.34375
1985-11-24,0.7975,0.66,0.34875
1985-11-25,0.8525,0.695,0.39375
1985-11-26,0.90375,0.74375,0.44375
1985-11-27,0.95375,0.81125,0.8175
1985-11-28,1.07375,0.91625,0.9575
1985-11-29,1.3000001,1.105,1.0575
1985-11-30,1.82875,1.585,1.2625
1985-12-01,1.865,1.7112501,1.94625
1985-12-02,1.86,1.8075,2.145
1985-12-03,1.86,1.7062501,1.6875
1985-12-04,1.8075,1.45375,1.3225
1985-12-05,1.2312499,1.25375,1.07875
1985-12-06,1.2112501,1.195,1.02375
1985-12-07,1.19375,1.19875,1.3525
1985-12-08,1.2774999,1.27,1.295
1985-12-09,1.22,1.2275,0.99125
1985-12-10,1.09625,1.12375,0.8275
1985-12-11,1.01875,1.005,0.7225
1985-12-12,0.9575,0.91125,0.61375
1985-12-13,0.915,0.85625005,0.53875
1985-12-14,0.90125,0.815,0.69625
1985-12-15,0.87375,0.7925,0.90375
1985-12-16,0.86125004,0.7725,0.90375
1985-12-17,0.88625,0.77874994,0.90875
1985-12-18,0.9775,0.85,0.9625
1985-12-19,1.0862501,0.96500003,0.935
1985-12-20,1.07375,1.02375,0.88625
1985-12-21,1.035,1.00375,0.76625
1985-12-22,1.02125,0.965,0.9075
1985-12-23,1.09,1.03,1.09625
1985-12-24,1.16125,1.1800001,1.26
1985-12-25,1.3362501,1.2874999,1.62125
1985-12-26,1.465,1.4137499,1.985
1985-12-27,1.655,1.57,1.58375
1985-12-28,1.82,1.77375,1.9575
1985-12-29,2.05875,1.94875,3.42875
1985-12-30,2.34375,2.32,3.455
1985-12-31,2.2925,2.4225001,3.33375
1986-01-01,2.07875,2.2375,3.34625
1986-01-02,2.09375,2.1750002,3.14875
1986-01-03,2.30125,2.30125,2.97125
1986-01-04,2.5749998,2.495,2.80125
1986-01-05,2.82,2.72125,3.20875
1986-01-06,2.9725,2.91625,4.24125
1986-01-07,3.36625,3.28125,4.63375
1986-01-08,3.3587499,3.4175,4.29375
1986-01-09,3.4375,3.4650002,4.17
1986-01-10,3.5549998,3.5575,4.64125
1986-01-11,3.71,3.6925,4.50875
1986-01-12,3.835,3.78,4.22625
1986-01-13,3.7975,3.8075,4.12
1986-01-14,3.65,3.775,4.285
1986-01-15,3.665,3.76125,4.9925
1986-01-16,3.76625,3.83,5.16875
1986-01-17,3.8325,3.9012501,5.31125
1986-01-18,3.7875,3.9275,5.05875
1986-01-19,3.605,3.86,4.7575
1986-01-20,3.4050002,3.71,4.51
1986-01-21,3.2050002,3.515,4.34875
1986-01-22,2.96125,3.27125,4.02375
1986-01-23,2.6587498,2.95125,3.7
1986-01-24,2.34,2.62125,3.31
1986-01-25,2.02,2.2825,3.00625
1986-01-26,1.77,1.9775001,2.655
1986-01-27,1.5037501,1.72125,2.2775
1986-01-28,1.3299999,1.50625,1.845
1986-01-29,1.3275,1.43625,1.72
1986-01-30,1.365,1.4124999,1.6575
1986-01-31,1.3875,1.445,1.5975
1986-02-01,1.3725,1.4325,1.5725
1986-02-02,1.2825,1.3775,1.5525
1986-02-03,1.47125,1.3175,1.50625
1986-02-04,1.2375001,1.26625,1.43
1986-02-05,1.27,1.3037499,1.37625
1986-02-06,1.48125,1.4325,1.9125
1986-02-07,2.14875,2.0887501,2.6025
1986-02-08,2.2137501,2.1537502,2.48
1986-02-09,2.04375,1.975,2.30125
1986-02-10,1.90625,1.845,2.14875
1986-02-11,1.8025,1.73375,2.025
1986-02-12,1.4225,1.53625,1.84375
1986-02-13,1.25625,1.3875,1.6975
1986-02-14,1.23125,1.335,1.9775
1986-02-15,1.34375,1.3824999,2.20375
1986-02-16,1.52625,1.53,2.36125
1986-02-17,,1.90875,2.35375
1986-02-18,,2.38875,3.4875
1986-02-19,,2.89625,3.51
1986-02-20,,2.98625,3.385
1986-02-21,,2.92,3.23
1986-02-22,,2.8225,3.07875
1986-02-23,,2.69625,2.96375
1986-02-24,,2.53125,2.7575
1986-02-25,,2.37,2.61625
1986-02-26,1.95,2.11375,2.46
1986-02-27,1.7225001,1.8525001,2.3875
1986-02-28,1.43625,1.6275,2.35375
1986-03-01,1.26,1.4775001,2.315
1986-03-02,1.2574999,1.425,2.1875
1986-03-03,1.18125,1.35875,1.96
1986-03-04,1.14375,1.2975,1.79
1986-03-05,1.1925,1.2987499,1.69125
1986-03-06,1.165,1.29125,1.58375
1986-03-07,1.1424999,1.255,1.675
1986-03-08,1.1925,1.25875,1.8125
1986-03-09,1.34875,1.37375,1.78625
1986-03-10,1.3875,1.43375,1.71875
1986-03-11,1.27625,1.37,1.64
1986-03-12,1.155,1.255,1.455
1986-03-13,1.11375,1.1787499,1.2725
1986-03-14,1.13625,1.135,1.1625
1986-03-15,1.0437499,1.0687499,1.08
1986-03-16,1.0125,1.0337499,1.02625
1986-03-17,0.9925,1.00375,1.0025
1986-03-18,0.9725,0.9825,0.97375
1986-03-19,0.97,0.9625,0.9525
1986-03-20,0.96125,0.95124996,0.94125
1986-03-21,0.90749997,0.915,0.9225
1986-03-22,0.87375,0.875,0.92
1986-03-23,0.89625,0.87874997,0.92
1986-03-24,0.9175,0.8975,0.92875
1986-03-25,0.91125,0.9,0.92125
1986-03-26,0.91875005,0.90875,0.91125
1986-03-27,0.9025,0.91875005,0.90125
1986-03-28,0.865,0.87625,0.89125
1986-03-29,0.895,0.82625,0.88125
1986-03-30,0.89125,0.81125,0.87125
1986-03-31,0.86375,0.80125,0.86125
1986-04-01,0.83375,0.8,0.83375
1986-04-02,0.83875,0.79125,0.82125
1986-04-03,0.8575,0.8075,0.86375
1986-04-04,0.83375,0.8275,0.87
1986-04-05,0.87375,0.80375004,0.84375
1986-04-06,0.8625,0.78249997,0.83125
1986-04-07,0.85125005,0.7625,0.82125
1986-04-08,0.84125,0.75125,0.79375
1986-04-09,0.84,0.75,0.755
1986-04-10,0.8225,0.7325,0.70625
1986-04-11,0.81125,0.73,0.69125
1986-04-12,0.76625,0.72125006,0.6725
1986-04-13,0.76,0.72,0.66125
1986-04-14,0.76874995,0.72,0.66
1986-04-15,0.7875,0.72875,0.66
1986-04-16,0.79,0.73875,0.66
1986-04-17,0.7725,0.73125005,0.65125
1986-04-18,0.7875,0.73,0.685
1986-04-19,0.79875004,0.75625,0.71625
1986-04-20,0.8,0.7425,0.72
1986-04-21,0.78249997,0.73125005,0.71125
1986-04-22,0.77125,0.73,0.6925
1986-04-23,0.76125,0.72125006,0.68125
1986-04-24,0.76,0.71125,0.67125
1986-04-25,0.76874995,0.71,0.66125
1986-04-26,0.805,0.75374997,0.68625
1986-04-27,0.81875,0.76874995,0.71625
1986-04-28,0.82,0.77,0.72
1986-04-29,0.82875,0.77874994,0.7025
1986-04-30,0.83,0.78,0.67375
1986-05-01,0.795,0.7625,0.6525
1986-05-02,0.7725,0.73375,0.65
1986-05-03,0.7525,0.70375,0.64125
1986-05-04,0.7325,0.6825,0.64
1986-05-05,0.7125,0.67125,0.63125
1986-05-06,0.71,0.66125,0.63
1986-05-07,0.71,0.66,0.62125
1986-05-08,0.71,0.65125,0.61125
1986-05-09,0.71,0.65875,0.61
1986-05-10,0.70124996,0.66,0.60125
1986-05-11,0.7525,0.66875005,0.6
1986-05-12,0.75125,0.67875004,0.6
1986-05-13,0.7325,0.6625,0.6175
1986-05-14,0.70375,0.66,0.6025
1986-05-15,0.69124997,0.65125,0.59125
1986-05-16,0.75124997,0.6675,0.6075
1986-05-17,0.76,0.69624996,0.61875
1986-05-18,0.76874995,0.70875,0.6375
1986-05-19,0.77874994,0.7275,0.64
1986-05-20,0.7625,0.7125,0.6225
1986-05-21,0.725,0.675,0.59375
1986-05-22,0.7025,0.6525,0.5725
1986-05-23,0.69124997,0.64125,0.57
1986-05-24,0.69,0.64,0.56125
1986-05-25,0.69875,0.63125,0.55125
1986-05-26,0.7,0.63,0.5325
1986-05-27,0.69124997,0.63,0.52125
1986-05-28,0.69,0.63,0.52
1986-05-29,0.68125,0.63,0.51125
1986-05-30,0.68,0.62125003,0.50125
