station_id,longitude,latitude,river_name,catchment_name,catchment_area_km2,series_type
GRDC_6337601,9.307951,51.076658,SCHWALM -DE-HE-,Weser,997.69696,obs
GRDC_6338100,7.24,52.74,Ems,Ems,8455.731,obs
GRDC_6338110,7.24,52.59,EMS,Ems,4957.696,obs
GRDC_6338120,7.6,52.09,EMS,Ems,2929.4968,obs
GRDC_6338130,7.43,52.28,EMS,Ems,3757.9329,obs
GRDC_6340110,10.8888,53.232262,Elbe,Elbe,130643.06,obs
GRDC_6340130,12.646309,51.856531,Elbe,Elbe,61510.805,obs
GRDC_6340140,11.882244,51.984836,Elbe,Elbe,93737.21,obs
GRDC_6340150,11.759441,52.985531,Elbe,Elbe,122264.4,obs
GRDC_6340160,11.978054,52.541308,Elbe,Elbe,97533.05,obs
GRDC_6340170,12.058857,51.857869,Elbe,Elbe,69834.68,obs
GRDC_6340190,13.01012,51.553713,Elbe,Elbe,55367.26,obs
GRDC_6340200,11.68,51.22,Unstrut,Elbe,6210.103,obs
GRDC_6340300,11.812211,51.916414,Saale,Elbe,23429.44,obs
GRDC_6340301,11.954551,51.514254,Saale,Elbe,17890.248,obs
GRDC_6340302,11.3352,50.7193,SAALE,Saale,2678.8386,obs
GRDC_6340365,12.387218,51.211917,Pleisse,Elbe,1248.8276,obs
GRDC_6340501,12.321014,52.607446,Lower Havel,Elbe,18184.072,obs
GRDC_6340510,12.85,52.48,HAVEL,"Havel, below Spree",15472.248,obs
GRDC_6340600,12.580715,51.590779,United Mulde,Elbe,6163.791,obs
GRDC_6340620,12.772535,51.006848,Zwickauer Mulde,Elbe,2100.5693,obs
GRDC_6340621,12.493595,50.740921,Zwickauer Mulde,Elbe,1032.1313,obs
GRDC_6340630,13.020015,50.886191,Zschopau,Elbe,1557.7953,obs
GRDC_6340810,14.574662,51.405541,Black Schops,Elbe,728.7587,obs
GRDC_6341500,13.31,53.79,TOLLENSE,Peene,1378.2721,obs
GRDC_6342130,10.692216,48.783017,Wornitz,Danube,1564.6437,obs
GRDC_6342200,10.31,47.73,Iller,Danube,960.56885,obs
GRDC_6342201,9.9874,48.3708,Iller,Danube,2242.253,obs
GRDC_6342500,11.426,48.7574,Danube,Danube,20176.535,obs
GRDC_6342501,10.5005,48.5684,Danube,Danube,11823.074,obs
GRDC_6342510,10.888,48.4081,Lech,Danube,3970.472,obs
GRDC_6342520,11.200333,48.883072,Altmuhl,Danube,1406.145,obs
GRDC_6342521,11.4783,49.0285,Altmuhl,Danube,2427.0989,obs
GRDC_6342600,12.13873,49.023585,Danube,Danube,35318.91,obs
GRDC_6342610,11.9363,49.1183,Naab,Danube,5412.6196,obs
GRDC_6342611,12.154,49.5356,Naab,Danube,1989.3657,obs
GRDC_6342650,11.8652,48.4607,Amper,Danube,3120.5608,obs
GRDC_6342800,13.115212,48.676627,Danube,Danube,47482.684,obs
GRDC_6342900,13.503336,48.582691,Danube,Danube,76327.07,obs
GRDC_6342920,12.7472,48.8798,Danube,Danube,37587.184,obs
GRDC_6342925,12.692566,48.675294,Isar,Danube,8806.893,obs
GRDC_6343100,12.2343,48.0593,Inn,Danube,11869.756,obs
GRDC_6343500,12.8341,48.1585,Salzach,Danube,6658.0728,obs
GRDC_6357010,14.141123,52.864739,Oder,Oder,112407.836,obs
GRDC_6357500,14.687965,52.153321,Oder,Oder,51151.633,obs
GRDC_6357501,14.706919,51.969154,Lusatian Neisse,Oder,4184.229,obs
GRDC_6401120,-20.63,63.93,THJORSA,Pjorsa,7228.191,obs
GRDC_6502101,-7.993647,53.193787,Shannon,Shannon,7976.523,obs
GRDC_6502141,-7.828063,53.269937,Brosna,Shannon,1187.1685,obs
GRDC_6502150,-8.238554,53.361687,Suck,Shannon,1211.2133,obs
GRDC_6502160,-7.757923,53.562867,Inny,Shannon,1056.1573,obs
GRDC_6502171,-8.37,53.96,BOYLE,Shannon,514.7095,obs
GRDC_6503100,-9.04,53.26,CORRIB,Clare,3057.0745,obs
GRDC_6503120,-8.767416,52.543441,Maigue,Maigue,812.1307,obs
GRDC_6503151,-9.157683,54.103927,Moy,Moy,1929.3796,obs
GRDC_6503280,-7.694598,52.351525,Suir,Suir,2157.858,obs
GRDC_6503281,-7.922937,52.357673,Suir,Suir,1576.743,obs
GRDC_6503300,-7.0917,52.50077,Nore,Barrow,2361.8271,obs
GRDC_6503350,-6.950884,52.540754,Barrow,Barrow,2748.9023,obs
GRDC_6503351,-6.981458,52.700198,Barrow,Barrow,2390.8477,obs
GRDC_6503500,-8.051952,52.144345,Munster Blackwater,Munster Blackwater,2321.3667,obs
GRDC_6503851,-6.562423,53.707212,Boyne,Boyne,2520.9465,obs
GRDC_6503855,-6.720332,53.663269,Blackwater -Kells-,Boyne,700.579,obs
GRDC_6729200,6.292537,60.628683,Vosso,Vosso,1109.5778,obs
GRDC_6729215,6.066195,58.573402,Bjerkreim,Bjerkreim,635.7892,obs
GRDC_6729260,7.951435,58.247549,Otra,Otra,3720.2888,obs
GRDC_6729300,9.626174,60.951902,Etna,Drammen,623.67847,obs
GRDC_6729310,9.9,59.88,Dramselv,Begna,16197.489,obs
GRDC_6729311,10.007267,59.752922,Drammen,Drammen,17084.799,obs
GRDC_6729371,8.203061,58.330464,Tovdal,Tovdal,1803.9366,obs
GRDC_6729400,11.11,59.6,Glama,Glomma,39682.48,obs
GRDC_6729401,11.560652,60.874212,Glomma,Glomma,14586.399,obs
GRDC_6729402,11.67747,60.254316,Glomma,Glomma,19358.979,obs
GRDC_6729450,10.277532,61.333385,Lagen,Glomma,11398.739,obs
GRDC_6729453,10.270885,61.215377,Gausa,Glomma,778.38885,obs
GRDC_6729525,8.993231,59.611714,Heddola,Skien,810.3198,obs
GRDC_6729530,12.047125,60.64117,Flisa,Glomma,1633.5275,obs
GRDC_6730100,29.321311,69.700744,Neidenelva,Neidenelva,2776.9248,obs
GRDC_6731020,7.78144,62.473214,Rauma,Rauma,1023.8788,obs
GRDC_6731137,8.694089,62.64874,Driva,Driva,2410.413,obs
GRDC_6731165,5.886256,61.333056,Gaula -Sande-,Gaula (Sande),490.8712,obs
GRDC_6731501,10.229018,63.108479,Gaula -Melhus-,Gaula (Melhus),2966.7654,obs
GRDC_6731502,11.18388,62.890107,Gaula -Melhus-,Gaula (Melhus),785.00195,obs
GRDC_6731515,10.390233,63.384904,Nea,Nea,3038.3547,obs
GRDC_6731555,12.058677,64.468065,Namsen,Namsen,5227.881,obs
GRDC_6731601,13.291557,65.621554,Vefsna,Vefsna,3691.342,obs
GRDC_6731610,13.307593,65.905237,Fusta,Fusta,522.3742,obs
GRDC_6731620,9.592639,62.511384,Driva,Driva,707.8661,obs
GRDC_6731905,17.941075,68.857619,Svartdalsbekken,Salangs,464.73648,obs
GRDC_6731907,18.658337,69.034928,Malselv,Malselv,2910.8145,obs
GRDC_6733570,12.322496,61.259078,Trysilelva - Klaralven,Gota,4933.0415,obs
GRDC_6830100,28.448919,68.908733,Paatsjoki,Paatsjoki,14088.733,obs
GRDC_6830102,27.274471,68.554588,Ivalo,Paatsjoki,3487.0713,obs
GRDC_6830104,26.925191,68.889188,Juutuanjoki,Paatsjoki,5134.783,obs
GRDC_6830200,28.037857,69.509454,Iijarvi,Naatamo,742.2194,obs
GRDC_6830510,26.999533,69.783662,Utsjoki,Tana,1458.7949,obs
GRDC_6830512,25.844885,69.395731,Anarjohka,Tana,3571.214,obs
GRDC_6832750,23.660143,67.945748,Muonio,Torne,7997.983,obs
GRDC_6832752,23.783981,66.381335,Tengelionjoki,Torne,3306.736,obs
GRDC_6836220,6.098584,49.8448,Alzette,Rhine,1076.4241,obs
GRDC_6836310,6.509851,49.785883,Sauer,Rhine,4216.935,obs
GRDC_6854104,23.943,61.844542,KOKEMAENJOKI,Kokem,6239.0947,obs
GRDC_6854105,22.687069,61.135463,Loimijoki,Kokem,2641.0818,obs
GRDC_6854150,21.73,61.2,Eurajoki,Kokemaenjoki-Archipelago Sea-Bothnian Sea,1216.1385,obs
GRDC_6854205,26.04135,61.581902,Tainionvirta,Kymijoki,1464.9559,obs
GRDC_6854220,23.75,63.48,PERHONJOKI,Perhonjoki,1421.977,obs
GRDC_6854250,25.88,62.23,Leppavesi-Paijanne,Kymijoki,15513.198,obs
GRDC_6854271,26.678069,63.01178,Koskilampi,Kymijoki,2373.573,obs
GRDC_6854280,25.53,63.05,Huopanankoski,"Kymijoki, Keitele catchment",2207.0056,obs
GRDC_6854301,23.77,63.97,Lestijoki,Lestijoki,955.8112,obs
GRDC_6854590,29.58,64.2,Oulujoki,Oulujoki,2108.6763,obs
GRDC_6854591,26.78,64.57,Oulujoki,Oulujoki,20767.99,obs
GRDC_6854610,25.28,65.62,Kuivajoki,Oulujoki-Iijoki,1259.759,obs
GRDC_6854700,24.545286,65.792669,Kemijoki,Kemijoki,53527.656,obs
GRDC_6854701,27.352968,66.475673,Kemijoki,Kemijoki,28729.297,obs
GRDC_6854702,25.540257,66.424052,Kemijoki,Kemijoki,49708.277,obs
GRDC_6854707,24.844374,67.878636,Ounasjoki,Kemijoki,4388.3433,obs
GRDC_6854710,25.420245,66.798477,Ounasjoki,Kemijoki,13152.493,obs
GRDC_6854712,25.747274,67.130471,Meltausjoki,Kemijoki,1009.1314,obs
GRDC_6854720,24.874574,64.748215,Siikajoki,Siikajoki,3979.4255,obs
GRDC_6854800,24.12,64.2,Kalajoki,Kalajoki,3829.2556,obs
GRDC_6855400,28.78,61.22,Vuoksi,Vuoksi,68117.64,obs
GRDC_6855410,30.775389,62.802288,Saarilahti,Neva,3789.4255,obs
GRDC_6855440,27.241472,63.20596,Ahkiolahden kanava,Neva,5327.337,obs
GRDC_6935051,7.61667,47.559432,Rhine,Rhine,34667.664,obs
GRDC_6935145,9.456125,46.837667,Rhine,Rhine,3219.7476,obs
hysets_02105769,-78.2936,34.4043,Cape Fear,Cape Fear,13658.366,obs
hysets_02148315,-80.6204,33.8285,Wateree,Santee,14379.293,obs
hysets_02323000,-82.9243,29.7913,Suwannee,Suwannee,24521.15,obs
hysets_03OE003,-61.18544,52.61258,Minipi,Churchill Labrador,2320.1548,obs
hysets_04119000,-85.6764,42.9645,Grand,St.Lawrence,12718.381,obs
hysets_05481300,-93.998,42.2511,Des Moines,Mississippi,14055.636,obs
hysets_06478500,-97.6356,43.1858,James Trib. Missouri,Mississippi,54989.207,obs
hysets_06AF001,-109.84243,54.56602,Cold,Churchill,6485.9014,obs
hysets_06HB002,-98.7769,60.7858,Thlewiaza,Thlewiaza,27281.344,obs
hysets_06JC002,-101.3622,64.5303,Thelon,Thelon,65488.49,obs
hysets_07288955,-90.9142,32.4431,Yazoo,Mississippi,34866.543,obs
hysets_07SA002,-115.4333,63.9742,Snare,Mackenzie,13652.629,obs
hysets_08AB001,-137.9742,60.1192,Alsek,Alsek,16133.8125,obs
hysets_08AB002,-138.0837,59.3947,Alsek,Alsek,28319.793,obs
hysets_08CF003,-132.132,56.7077,Stikine,Stikine,50682.223,obs
hysets_08MA002,-124.14336,51.62486,Chilko,Fraser,2126.075,obs
hysets_09508500,-111.7163,34.0731,Verde,Colorado Pacific Ocean,14294.75,obs
hysets_09BC004,-133.3778,62.2222,Pelly,Yukon,21817.34,obs
hysets_09FC001,-139.6964,67.6344,Old Crow,Yukon,13766.739,obs
hysets_10AB001,-129.1189,60.4739,Frances,Mackenzie,12703.657,obs
hysets_10EB001,-125.7953,61.6358,South Nahanni,Mackenzie,14472.903,obs
hysets_10GB006,-122.9,62.6506,Willowlake,Mackenzie,20569.645,obs
hysets_10MA001,-136.0361,65.8944,Peel,Mackenzie,25343.252,obs
hysets_10NC001,-128.4133,68.6322,Anderson,Anderson,55847.54,obs
hysets_10PC004,-115.8869,67.2289,Coppermine,Coppermine,47089.418,obs
hysets_10QD001,-104.1403,67.7083,Ellice,Ellice,16980.58,obs
hysets_10RC001,-96.5111,66.0861,Back,Back,96326.805,obs
il_14120,34.952961,32.439029,Hadera,Hadera,569.7202,obs
il_17168,34.792061,32.041924,Ayalon,Yarkon,774.26904,obs
il_30136,35.61475,33.182266,Jordan,Jordan / Dead Sea,843.0639,obs
il_30175,35.631834,33.040368,Jordan,Jordan / Dead Sea,1389.1189,obs
lamah_10039802,10.8014,48.7107,Danube,Danube,14980.75,obs
lamah_10053009,11.8643,48.9166,Danube,Danube,22927.984,obs
lamah_201194,10.660908,47.076753,Inn,Danube,2454.367,obs
lamah_201459,10.874705,47.258747,Inn,Danube,5091.0894,obs
lamah_201681,11.789238,47.388857,Inn,Danube,7204.3164,obs
lamah_201780,11.862502,47.346304,Ziller,Danube,1092.147,obs
lamah_203323,13.16345,47.595786,Saalach,Danube,3547.3083,obs
lamah_207308,16.935429,48.602278,Morava,Danube,24096.842,obs
lamah_211136,14.752621,47.185059,Mur,Danube,2949.3364,obs
lamah_212167,12.766335,46.831632,Isel,Danube,1195.1157,obs
lamah_212324,12.97297,46.747615,Drave,Danube,2101.532,obs
lamah_212399,13.302641,46.875108,Moll,Danube,1044.538,obs
lamah_213041,14.478061,46.606288,Gurk,Danube,2547.3752,obs
lamah_213157,14.476932,46.760439,Gurk,Danube,1239.3885,obs
lamah_213215,13.52317,46.77402,Drava,Danube,4776.104,obs
lamah_317,17.26133,49.576874,Morava,Danube,3327.58,obs
lamah_330,17.408543,49.449116,Becva,Danube,1593.2657,obs
lamah_339,17.39939,49.301911,Morava,Danube,6999.0405,obs
lamah_364,16.437896,48.790547,Thaya,Danube,3559.6658,obs
lamah_383,16.616741,49.035525,Svratka,Danube,3934.227,obs
lamah_397,16.411488,49.083013,Jihlava,Danube,2679.879,obs
lamahice_18,-17.89667,65.8507,Fnjoska,Fnjoska,1122.2639,obs
lamahice_45,-16.189687,65.62335,Jökulsá á Fjöllum,Bakkahlaup,5117.9937,obs
lamahice_47,-15.08,64.98,JOEKULSA I FLJOTSDAL,Lagarfljot,559.2823,obs
lamahice_59,-16.142383,65.048361,Kreppa,Bakkahlaup,935.87646,obs
lamahice_67,-21.603311,64.710783,Nordura,Hvíta,504.2271,obs
